epoch,lr-AdamW,step,train/loss_epoch,train/loss_step,train_losses/language_loss,train_losses/route_loss,train_losses/speed_wps_loss,val/loss,val_losses/language_loss,val_losses/route_loss,val_losses/speed_wps_loss
,1.210736241169752e-06,49,,,,,,,,,
0,,49,,11.015625,2.95751953125,1.6641845703125,6.1005859375,,,,
,1.2438090796627383e-06,99,,,,,,,,,
0,,99,,6.5,0.057407379150390625,1.5169677734375,4.676025390625,,,,
,1.2991716380299359e-06,149,,,,,,,,,
0,,149,,6.4921875,0.014412879943847656,1.16705322265625,3.865966796875,,,,
,1.376737959214612e-06,199,,,,,,,,,
0,,199,,3.095703125,0.012495994567871094,1.25286865234375,3.7548828125,,,,
,1.4763876121371951e-06,249,,,,,,,,,
0,,249,,5.89453125,0.010295867919921875,1.19500732421875,3.801025390625,,,,
,1.597965878679106e-06,299,,,,,,,,,
0,,299,,5.31640625,0.009016990661621094,1.37420654296875,3.09326171875,,,,
,1.741283993901301e-06,349,,,,,,,,,
0,,349,,4.23828125,0.0095672607421875,1.307159423828125,3.0242919921875,,,,
,1.9061194391246317e-06,399,,,,,,,,,
0,,399,,3.591796875,0.009326934814453125,1.11517333984375,2.3084716796875,,,,
,2.092216287416965e-06,449,,,,,,,,,
0,,449,,2.4765625,0.0067844390869140625,0.858306884765625,2.5626220703125,,,,
,2.2992856009506475e-06,499,,,,,,,,,
0,,499,,2.470703125,0.004447221755981445,0.819732666015625,2.275634765625,,,,
,2.527005879613363e-06,549,,,,,,,,,
0,,549,,2.783203125,0.005104780197143555,0.91302490234375,2.910400390625,,,,
,2.7750235601759046e-06,599,,,,,,,,,
0,,599,,5.0625,0.0038776397705078125,1.2423095703125,2.9029541015625,,,,
,3.0429535652417444e-06,649,,,,,,,,,
0,,649,,3.580078125,0.003762483596801758,0.70892333984375,2.1248779296875,,,,
,3.330379901126203e-06,699,,,,,,,,,
0,,699,,3.53125,0.003008604049682617,0.707672119140625,2.1026611328125,,,,
,3.6368563037368927e-06,749,,,,,,,,,
0,,749,,2.349609375,0.002969980239868164,0.789031982421875,1.8743896484375,,,,
,3.961906931452581e-06,799,,,,,,,,,
0,,799,,3.693359375,0.0035643577575683594,0.839935302734375,1.9166259765625,,,,
,4.3050271039247635e-06,849,,,,,,,,,
0,,849,,2.361328125,0.002693653106689453,0.742523193359375,1.7523193359375,,,,
,4.66568408565488e-06,899,,,,,,,,,
0,,899,,2.984375,0.0027523040771484375,0.615936279296875,1.970703125,,,,
,5.043317913130455e-06,949,,,,,,,,,
0,,949,,3.125,0.0023370981216430664,0.772674560546875,1.705322265625,,,,
,5.437342264236083e-06,999,,,,,,,,,
0,,999,,2.134765625,0.0027513504028320312,0.554107666015625,1.7353515625,,,,
,5.847145368589325e-06,1049,,,,,,,,,
0,,1049,,2.142578125,0.0016335248947143555,0.672210693359375,1.9317626953125,,,,
,6.272090957388089e-06,1099,,,,,,,,,
0,,1099,,1.69921875,0.0017268657684326172,0.60009765625,1.84307861328125,,,,
,6.71151925129475e-06,1149,,,,,,,,,
0,,1149,,2.287109375,0.0019795894622802734,0.504852294921875,1.763916015625,,,,
,7.1647479848232675e-06,1199,,,,,,,,,
0,,1199,,3.20703125,0.0016573667526245117,0.465179443359375,1.7401123046875,,,,
,7.631073465638722e-06,1249,,,,,,,,,
0,,1249,,3.259765625,0.002076268196105957,0.5404052734375,1.7989501953125,,,,
,8.109771667124632e-06,1299,,,,,,,,,
0,,1299,,2.060546875,0.0012943744659423828,0.522552490234375,1.721923828125,,,,
,8.600099352521709e-06,1349,,,,,,,,,
0,,1349,,3.833984375,0.0012902021408081055,0.6438751220703125,1.8758544921875,,,,
,9.101295228892656e-06,1399,,,,,,,,,
0,,1399,,1.4931640625,0.0014783143997192383,0.3293304443359375,1.737548828125,,,,
,9.612581129121396e-06,1449,,,,,,,,,
0,,1449,,1.5146484375,0.0010652542114257812,0.454315185546875,1.31024169921875,,,,
,1.0133163220111461e-05,1499,,,,,,,,,
0,,1499,,1.892578125,0.0009638071060180664,0.425140380859375,1.7828369140625,,,,
,1.0662233235307736e-05,1549,,,,,,,,,
0,,1549,,3.298828125,0.0009957551956176758,0.4764404296875,1.64501953125,,,,
,1.1198969729627897e-05,1599,,,,,,,,,
0,,1599,,1.0625,0.0017926692962646484,0.345550537109375,1.24676513671875,,,,
,1.174253935485505e-05,1649,,,,,,,,,
0,,1649,,2.671875,0.0010653138160705566,0.29706573486328125,1.47052001953125,,,,
,1.2292098153511503e-05,1699,,,,,,,,,
0,,1699,,2.5703125,0.0010355710983276367,0.32196044921875,1.7337646484375,,,,
,1.284679286920464e-05,1749,,,,,,,,,
0,,1749,,1.6650390625,0.0008437633514404297,0.349609375,1.49591064453125,,,,
,1.3405762271410497e-05,1799,,,,,,,,,
0,,1799,,2.669921875,0.0025080442428588867,0.3893890380859375,1.9385986328125,,,,
,1.3968138492638123e-05,1849,,,,,,,,,
0,,1849,,1.6279296875,0.0005515813827514648,0.3228759765625,1.7305908203125,,,,
,1.4533048375898703e-05,1899,,,,,,,,,
0,,1899,,1.7783203125,0.0010734200477600098,0.3333587646484375,1.66455078125,,,,
,1.5099614830387161e-05,1949,,,,,,,,,
0,,1949,,1.24609375,0.0008546710014343262,0.33048248291015625,1.4649658203125,,,,
,1.566695819327157e-05,1999,,,,,,,,,
0,,1999,,1.115234375,0.0006298720836639404,0.395263671875,1.47601318359375,,,,
,1.6234197595475905e-05,2049,,,,,,,,,
0,,2049,,1.30859375,0.0008214116096496582,0.33925628662109375,1.74322509765625,,,,
,1.680045232933565e-05,2099,,,,,,,,,
0,,2099,,1.2109375,0.0004636049270629883,0.36785888671875,1.793212890625,,,,
,1.736484321600281e-05,2149,,,,,,,,,
0,,2149,,2.0234375,0.0011511445045471191,0.460968017578125,1.7698974609375,,,,
,1.792649397047718e-05,2199,,,,,,,,,
