epoch,lr-AdamW,step,train/loss_epoch,train/loss_step,train_losses/language_loss,train_losses/route_loss,train_losses/speed_wps_loss,val/loss,val_losses/language_loss,val_losses/route_loss,val_losses/speed_wps_loss
,1.2140233170694011e-06,49,,,,,,,,,
0,,49,,10.078125,2.864990234375,1.6083984375,6.101318359375,,,,
,1.257215234070836e-06,99,,,,,,,,,
0,,99,,6.63671875,0.07964324951171875,1.36236572265625,5.01953125,,,,
,1.3294940003180422e-06,149,,,,,,,,,
0,,149,,6.2421875,0.022212982177734375,1.114990234375,4.052978515625,,,,
,1.4307130360769072e-06,199,,,,,,,,,
0,,199,,4.27734375,0.0171661376953125,1.42840576171875,4.402587890625,,,,
,1.5606670713889125e-06,249,,,,,,,,,
0,,249,,7.29296875,0.014618873596191406,1.45196533203125,3.906494140625,,,,
,1.7190925623540573e-06,299,,,,,,,,,
0,,299,,6.0078125,0.010071277618408203,1.4432373046875,3.299560546875,,,,
,1.9056682255920604e-06,349,,,,,,,,,
0,,349,,3.990234375,0.005663871765136719,1.318206787109375,3.51806640625,,,,
,2.1200156897978835e-06,399,,,,,,,,,
0,,399,,2.734375,0.008543014526367188,0.955322265625,2.3466796875,,,,
,2.3617002630704032e-06,449,,,,,,,,,
0,,449,,2.8515625,0.006897926330566406,0.963531494140625,3.233154296875,,,,
,2.6302318144578817e-06,499,,,,,,,,,
0,,499,,2.462890625,0.005776643753051758,0.826385498046875,2.8580322265625,,,,
,2.925065767932685e-06,549,,,,,,,,,
0,,549,,2.603515625,0.006102561950683594,0.90911865234375,3.1094970703125,,,,
,3.2456042067793932e-06,599,,,,,,,,,
0,,599,,4.640625,0.007221221923828125,1.2696533203125,3.087158203125,,,,
,3.5911970861566293e-06,649,,,,,,,,,
0,,649,,3.333984375,0.0056629180908203125,0.6768035888671875,2.2645263671875,,,,
,3.961143551373545e-06,699,,,,,,,,,
0,,699,,3.1875,0.004482746124267578,0.737213134765625,2.14501953125,,,,
,4.354693359207623e-06,749,,,,,,,,,
0,,749,,2.626953125,0.0036475658416748047,0.819091796875,1.956787109375,,,,
,4.771048399381249e-06,799,,,,,,,,,
0,,799,,2.837890625,0.003251791000366211,0.931488037109375,1.90966796875,,,,
,5.209364313111681e-06,849,,,,,,,,,
0,,849,,2.705078125,0.004025936126708984,0.818695068359375,1.8536376953125,,,,
,5.668752205451888e-06,899,,,,,,,,,
0,,899,,2.244140625,0.0025777816772460938,0.6291961669921875,1.709228515625,,,,
,6.148280447949802e-06,949,,,,,,,,,
0,,949,,2.66796875,0.002510666847229004,0.890045166015625,1.71337890625,,,,
,6.646976567970137e-06,999,,,,,,,,,
0,,999,,2.923828125,0.0027364492416381836,0.58709716796875,1.986328125,,,,
,7.163829220847327e-06,1049,,,,,,,,,
0,,1049,,2.0,0.0022901296615600586,0.826690673828125,1.896240234375,,,,
,7.697790240870043e-06,1099,,,,,,,,,
0,,1099,,2.18359375,0.0034058094024658203,0.631561279296875,1.8548583984375,,,,
,8.247776766938024e-06,1149,,,,,,,,,
0,,1149,,2.388671875,0.0018000602722167969,0.60821533203125,1.77001953125,,,,
,8.812673438580339e-06,1199,,,,,,,,,
0,,1199,,3.845703125,0.002618074417114258,0.81170654296875,1.902587890625,,,,
,9.391334657881683e-06,1249,,,,,,,,,
0,,1249,,3.142578125,0.0036287307739257812,0.6298828125,1.7784423828125,,,,
,9.98258691272953e-06,1299,,,,,,,,,
0,,1299,,2.330078125,0.002118349075317383,0.7711181640625,1.8916015625,,,,
,1.0585231156670656e-05,1349,,,,,,,,,
0,,1349,,4.1875,0.0011349916458129883,0.7158355712890625,1.8634033203125,,,,
,1.119804524055073e-05,1399,,,,,,,,,
0,,1399,,1.55859375,0.0014725923538208008,0.5428619384765625,2.00152587890625,,,,
,1.1819786391005696e-05,1449,,,,,,,,,
0,,1449,,1.3798828125,0.001272439956665039,0.4615325927734375,1.52239990234375,,,,
,1.2449193730778577e-05,1499,,,,,,,,,
0,,1499,,1.9091796875,0.0007827877998352051,0.6573486328125,1.90478515625,,,,
,1.308499083575055e-05,1549,,,,,,,,,
0,,1549,,2.552734375,0.0007374286651611328,0.91949462890625,1.8785400390625,,,,
,1.3725888323500775e-05,1599,,,,,,,,,
0,,1599,,1.1796875,0.001952528953552246,0.524169921875,1.337890625,,,,
,1.4370586468145297e-05,1649,,,,,,,,,
0,,1649,,3.353515625,0.0022319555282592773,0.449310302734375,1.7984619140625,,,,
,1.5017777836152322e-05,1699,,,,,,,,,
0,,1699,,2.86328125,0.0011133551597595215,0.5769577026367188,2.0537109375,,,,
,1.5666149937788404e-05,1749,,,,,,,,,
0,,1749,,1.21484375,0.0009497404098510742,0.56219482421875,1.57952880859375,,,,
,1.6314387888818477e-05,1799,,,,,,,,,
0,,1799,,2.814453125,0.001548171043395996,0.6226959228515625,1.9683837890625,,,,
,1.6961177077061956e-05,1849,,,,,,,,,
0,,1849,,1.4716796875,0.0007603764533996582,0.4169464111328125,1.7083740234375,,,,
,1.7605205828397022e-05,1899,,,,,,,,,
0,,1899,,2.134765625,0.0019366741180419922,0.5781402587890625,1.8299560546875,,,,
,1.824516806680666e-05,1949,,,,,,,,,
0,,1949,,1.8466796875,0.0007351040840148926,0.57830810546875,1.65118408203125,,,,
,1.8879765963071825e-05,1999,,,,,,,,,
0,,1999,,1.625,0.0009799003601074219,0.5699310302734375,1.556640625,,,,
,1.9507712566740315e-05,2049,,,,,,,,,
0,,2049,,2.447265625,0.0005379617214202881,0.4301300048828125,1.80999755859375,,,,
,2.012773441603373e-05,2099,,,,,,,,,
0,,2099,,1.515625,0.0005872547626495361,0.4322662353515625,1.537841796875,,,,
,2.0738574120399686e-05,2149,,,,,,,,,
0,,2149,,1.8984375,0.0004553496837615967,0.4768218994140625,1.53814697265625,,,,
,2.1338992910471973e-05,2199,,,,,,,,,
0,,2199,,1.35546875,0.0017157793045043945,0.37054443359375,1.6927490234375,,,,
,2.1927773150267334e-05,2249,,,,,,,,,
